"[all run data]","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity"
,"881","20","0","1","1075.375","0","48.25","119","0","8.1","881","7","13","0.35","-364.2857142857143","3000","34.05","41","85","8","881","0","20","0","0","0","49.75","0","84","0","881","2","18","0.1","-7515","9000","53.35","17","63","9.5","881","2","18","0.1","-12430","13000","38.85","5","56","7","881","2","18","0.1","-16740","17500","38.1","9","28","8","881","0","20","0","0","0","43.7","0","61","0"
,"882","20","0","1","1075.375","0","48.25","119","0","8.1","882","7","13","0.35","-369.2857142857143","3000","34.05","41","85","8","882","0","20","0","0","0","49.75","0","84","0","882","2","18","0.1","-7535","9000","53.35","17","63","9.5","882","2","18","0.1","-12460","13000","38.85","5","56","7","882","2","18","0.1","-16780","17500","38.1","9","28","8","882","0","20","0","0","0","43.7","0","61","0"
,"883","20","0","1","1075.375","0","48.25","119","0","8.1","883","7","13","0.35","-374.2857142857143","3000","34.05","41","85","8","883","0","20","0","0","0","49.75","0","84","0","883","2","18","0.1","-7555","9000","53.35","17","63","9.5","883","2","18","0.1","-12490","13000","38.85","5","56","7","883","2","18","0.1","-16820","17500","38.1","9","28","8","883","0","20","0","0","0","43.7","0","61","0"
,"884","20","0","1","1075.375","0","48.25","119","0","8.1","884","7","13","0.35","-379.2857142857143","3000","34.05","41","85","8","884","0","20","0","0","0","49.75","0","84","0","884","2","18","0.1","-7575","9000","53.35","17","63","9.5","884","2","18","0.1","-12270","13250","38.85","5","56","7","884","2","18","0.1","-16860","17500","38.1","9","28","8","884","0","20","0","0","0","43.7","0","61","0"
,"885","20","0","1","1075.375","0","48.25","119","0","8.1","885","7","13","0.35","-384.2857142857143","3000","34.05","41","85","8","885","0","20","0","0","0","49.75","0","84","0","885","2","18","0.1","-7595","9000","53.35","17","63","9.5","885","2","18","0.1","-12300","13250","38.85","5","56","7","885","2","18","0.1","-16900","17500","38.1","9","28","8","885","0","20","0","0","0","43.7","0","61","0"
,"886","20","0","1","1075.375","0","48.25","119","0","8.1","886","7","13","0.35","-389.2857142857143","3000","34.05","41","85","8","886","0","20","0","0","0","49.75","0","84","0","886","2","18","0.1","-7365","9250","53.35","17","63","9.5","886","2","18","0.1","-12330","13250","38.85","5","56","7","886","2","18","0.1","-16940","17500","38.1","9","28","8","886","0","20","0","0","0","43.7","0","61","0"
,"887","20","0","1","1075.375","0","48.25","119","0","8.1","887","7","13","0.35","-394.2857142857143","3000","34.05","41","85","8","887","0","20","0","0","0","49.75","0","84","0","887","2","18","0.1","-7385","9250","53.35","17","63","9.5","887","2","18","0.1","-12360","13250","38.85","5","56","7","887","2","18","0.1","-16980","17500","38.1","9","28","8","887","0","20","0","0","0","43.7","0","61","0"
,"888","20","0","1","1075.375","0","48.25","119","0","8.1","888","7","13","0.35","-399.2857142857143","3000","34.05","41","85","8","888","0","20","0","0","0","49.75","0","84","0","888","2","18","0.1","-7405","9250","53.35","17","63","9.5","888","2","18","0.1","-12390","13250","38.85","5","56","7","888","2","18","0.1","-16770","17750","38.1","9","28","8","888","0","20","0","0","0","43.7","0","61","0"
,"889","20","0","1","1075.375","0","48.25","119","0","8.1","889","7","13","0.35","-404.2857142857143","3000","34.05","41","85","8","889","0","20","0","0","0","49.75","0","84","0","889","2","18","0.1","-7425","9250","53.35","17","63","9.5","889","2","18","0.1","-12420","13250","38.85","5","56","7","889","2","18","0.1","-16810","17750","38.1","9","28","8","889","0","20","0","0","0","43.7","0","61","0"
,"890","20","0","1","1075.375","0","48.25","119","0","8.1","890","7","13","0.35","-409.2857142857143","3000","34.05","41","85","8","890","0","20","0","0","0","49.75","0","84","0","890","2","18","0.1","-7445","9250","53.35","17","63","9.5","890","2","18","0.1","-12450","13250","38.85","5","56","7","890","2","18","0.1","-16850","17750","38.1","9","28","8","890","0","20","0","0","0","43.7","0","61","0"
,"891","20","0","1","1075.375","0","48.25","121","0","8.15","891","7","13","0.35","-414.2857142857143","3000","34.05","41","85","8","891","0","20","0","0","0","49.75","0","84","0","891","2","18","0.1","-7465","9250","53.35","17","63","9.5","891","2","18","0.1","-12480","13250","38.85","5","56","7","891","2","18","0.1","-16890","17750","38.1","9","28","8","891","0","20","0","0","0","43.7","0","61","0"
,"892","20","0","1","1075.375","0","48.25","121","0","8.15","892","7","13","0.35","-419.2857142857143","3000","34.05","41","85","8","892","0","20","0","0","0","49.75","0","84","0","892","2","18","0.1","-7485","9250","53.35","17","63","9.5","892","2","18","0.1","-12510","13250","38.85","5","56","7","892","2","18","0.1","-16930","17750","38.1","9","28","8","892","0","20","0","0","0","43.7","0","61","0"
,"893","20","0","1","1075.375","0","48.25","121","0","8.15","893","7","13","0.35","-424.2857142857143","3000","34.05","41","85","8","893","0","20","0","0","0","49.75","0","84","0","893","2","18","0.1","-7505","9250","53.35","17","63","9.5","893","2","18","0.1","-12540","13250","38.85","5","56","7","893","2","18","0.1","-16970","17750","38.1","9","28","8","893","0","20","0","0","0","43.7","0","61","0"
,"894","20","0","1","1075.375","0","48.25","121","0","8.15","894","7","13","0.35","-429.2857142857143","3000","34.05","41","85","8","894","0","20","0","0","0","49.75","0","84","0","894","2","18","0.1","-7525","9250","53.35","17","63","9.5","894","2","18","0.1","-12570","13250","38.85","5","56","7","894","2","18","0.1","-17010","17750","38.1","9","28","8","894","0","20","0","0","0","43.7","0","61","0"
,"895","20","0","1","1075.375","0","48.25","121","0","8.15","895","7","13","0.35","-434.2857142857143","3000","34.05","41","85","8","895","0","20","0","0","0","49.75","0","84","0","895","2","18","0.1","-7545","9250","53.35","17","63","9.5","895","2","18","0.1","-12600","13250","38.85","5","56","7","895","2","18","0.1","-17050","17750","38.1","9","28","8","895","0","20","0","0","0","43.7","0","61","0"
,"896","20","0","1","1075.375","0","48.25","121","0","8.15","896","7","13","0.35","-439.2857142857143","3000","34.05","41","85","8","896","0","20","0","0","0","49.75","0","84","0","896","2","18","0.1","-7565","9250","53.35","17","63","9.5","896","2","18","0.1","-12630","13250","38.85","5","56","7","896","2","18","0.1","-17090","17750","38.1","9","28","8","896","0","20","0","0","0","43.7","0","61","0"
,"897","20","0","1","1075.375","0","48.25","121","0","8.15","897","7","13","0.35","-444.2857142857143","3000","34.05","41","85","8","897","0","20","0","0","0","49.75","0","84","0","897","2","18","0.1","-7585","9250","53.35","17","63","9.5","897","2","18","0.1","-12660","13250","38.85","5","56","7","897","2","18","0.1","-17130","17750","38.1","9","28","8","897","0","20","0","0","0","43.7","0","61","0"
,"898","20","0","1","1075.375","0","48.25","121","0","8.15","898","7","13","0.35","-449.2857142857143","3000","34.05","41","85","8","898","0","20","0","0","0","49.75","0","84","0","898","2","18","0.1","-7605","9250","53.35","17","63","9.5","898","2","18","0.1","-12690","13250","38.85","5","56","7","898","2","18","0.1","-17170","17750","38.1","9","28","8","898","0","20","0","0","0","43.7","0","61","0"
,"899","20","0","1","1075.375","0","48.25","121","0","8.15","899","7","13","0.35","-454.2857142857143","3000","34.05","41","85","8","899","0","20","0","0","0","49.75","0","84","0","899","2","18","0.1","-7625","9250","53.35","17","63","9.5","899","2","18","0.1","-12720","13250","38.85","5","56","7","899","2","18","0.1","-17210","17750","38.1","9","28","8","899","0","20","0","0","0","43.7","0","61","0"
,"900","20","0","1","1075.375","0","48.25","121","0","8.15","900","7","13","0.35","-459.2857142857143","3000","34.05","41","85","8","900","0","20","0","0","0","49.75","0","84","0","900","2","18","0.1","-7645","9250","53.35","17","63","9.5","900","2","18","0.1","-12750","13250","38.85","5","56","7","900","2","18","0.1","-17250","17750","38.1","9","28","8","900","0","20","0","0","0","43.7","0","61","0"
,"901","20","0","1","1075.375","0","48.25","121","0","8.15","901","6","14","0.3","-207.5","3250","34.05","38","88","8.166666666666666","901","0","20","0","0","0","49.75","0","84","0","901","2","18","0.1","-7665","9250","53.35","17","63","9.5","901","2","18","0.1","-12530","13500","38.85","5","56","7","901","2","18","0.1","-17040","18000","38.1","9","28","8","901","0","20","0","0","0","43.7","0","61","0"
,"902","20","0","1","1075.375","0","48.25","121","0","8.15","902","6","14","0.3","-212.5","3250","34.05","38","88","8.166666666666666","902","0","20","0","0","0","49.75","0","84","0","902","2","18","0.1","-7685","9250","53.35","17","63","9.5","902","2","18","0.1","-12560","13500","38.85","5","56","7","902","2","18","0.1","-17080","18000","38.1","9","28","8","902","0","20","0","0","0","43.7","0","61","0"
,"903","20","0","1","1075.375","0","48.25","121","0","8.15","903","6","14","0.3","-217.5","3250","34.05","38","88","8.166666666666666","903","0","20","0","0","0","49.75","0","84","0","903","2","18","0.1","-7705","9250","53.35","17","63","9.5","903","2","18","0.1","-12590","13500","38.85","5","56","7","903","2","18","0.1","-17120","18000","38.1","9","28","8","903","0","20","0","0","0","43.7","0","61","0"
,"904","20","0","1","1075.375","0","48.25","121","0","8.15","904","6","14","0.3","-222.5","3250","34.05","38","88","8.166666666666666","904","0","20","0","0","0","49.75","0","84","0","904","2","18","0.1","-7725","9250","53.35","17","63","9.5","904","2","18","0.1","-12620","13500","38.85","5","56","7","904","2","18","0.1","-17160","18000","38.1","9","28","8","904","0","20","0","0","0","43.7","0","61","0"
,"905","20","0","1","1075.375","0","48.25","121","0","8.15","905","6","14","0.3","-227.5","3250","34.05","38","88","8.166666666666666","905","0","20","0","0","0","49.75","0","84","0","905","2","18","0.1","-7745","9250","53.35","17","63","9.5","905","2","18","0.1","-12650","13500","38.85","5","56","7","905","2","18","0.1","-17200","18000","38.1","9","28","8","905","0","20","0","0","0","43.7","0","61","0"
,"906","20","0","1","1075.375","0","48.25","121","0","8.15","906","6","14","0.3","-232.5","3250","34.05","38","88","8.166666666666666","906","0","20","0","0","0","49.75","0","84","0","906","2","18","0.1","-7765","9250","53.35","17","63","9.5","906","2","18","0.1","-12680","13500","38.85","5","56","7","906","2","18","0.1","-17240","18000","38.1","9","28","8","906","0","20","0","0","0","43.7","0","61","0"
,"907","20","0","1","1075.375","0","48.25","121","0","8.15","907","6","14","0.3","-237.5","3250","34.05","38","88","8.166666666666666","907","0","20","0","0","0","49.75","0","84","0","907","2","18","0.1","-7785","9250","53.35","17","63","9.5","907","2","18","0.1","-12710","13500","38.85","5","56","7","907","2","18","0.1","-17280","18000","38.1","9","28","8","907","0","20","0","0","0","43.7","0","61","0"
,"908","20","0","1","1075.375","0","48.25","121","0","8.15","908","6","14","0.3","-242.5","3250","34.05","38","88","8.166666666666666","908","0","20","0","0","0","49.75","0","84","0","908","2","18","0.1","-7805","9250","53.35","17","63","9.5","908","2","18","0.1","-12740","13500","38.85","5","56","7","908","2","18","0.1","-17320","18000","38.1","9","28","8","908","0","20","0","0","0","43.7","0","61","0"
,"909","20","0","1","1075.375","0","48.25","121","0","8.15","909","6","14","0.3","-247.5","3250","34.05","38","88","8.166666666666666","909","0","20","0","0","0","49.75","0","84","0","909","2","18","0.1","-7825","9250","53.35","17","63","9.5","909","2","18","0.1","-12770","13500","38.85","5","56","7","909","2","18","0.1","-17360","18000","38.1","9","28","8","909","0","20","0","0","0","43.7","0","61","0"
,"910","20","0","1","1075.375","0","48.25","121","0","8.15","910","6","14","0.3","-252.5","3250","34.05","38","88","8.166666666666666","910","0","20","0","0","0","49.75","0","84","0","910","2","18","0.1","-7845","9250","53.35","17","63","9.5","910","2","18","0.1","-12800","13500","38.85","5","56","7","910","2","18","0.1","-17400","18000","38.1","9","28","8","910","0","20","0","0","0","43.7","0","61","0"
,"911","20","0","1","1075.375","0","48.25","121","0","8.15","911","6","14","0.3","-257.5","3250","34.05","38","88","8.166666666666666","911","0","20","0","0","0","49.75","0","84","0","911","2","18","0.1","-7615","9500","53.35","17","63","9.5","911","2","18","0.1","-12830","13500","38.85","5","56","7","911","2","18","0.1","-17440","18000","38.1","9","28","8","911","0","20","0","0","0","43.7","0","61","0"
,"912","20","0","1","1075.375","0","48.25","121","0","8.15","912","6","14","0.3","-262.5","3250","34.05","38","88","8.166666666666666","912","0","20","0","0","0","49.75","0","84","0","912","2","18","0.1","-7635","9500","53.35","17","63","9.5","912","2","18","0.1","-12860","13500","38.85","5","56","7","912","2","18","0.1","-17480","18000","38.1","9","28","8","912","0","20","0","0","0","43.7","0","61","0"
,"913","20","0","1","1075.375","0","48.25","121","0","8.15","913","6","14","0.3","-267.5","3250","34.05","38","88","8.166666666666666","913","0","20","0","0","0","49.75","0","84","0","913","2","18","0.1","-7655","9500","53.35","17","63","9.5","913","2","18","0.1","-12890","13500","38.85","5","56","7","913","2","18","0.1","-17270","18250","38.1","9","28","8","913","0","20","0","0","0","43.7","0","61","0"
,"914","20","0","1","1075.375","0","48.25","121","0","8.15","914","6","14","0.3","-272.5","3250","34.05","38","88","8.166666666666666","914","0","20","0","0","0","49.75","0","84","0","914","2","18","0.1","-7675","9500","53.35","17","63","9.5","914","2","18","0.1","-12920","13500","38.85","5","56","7","914","2","18","0.1","-17310","18250","38.1","9","28","8","914","0","20","0","0","0","43.7","0","61","0"
,"915","20","0","1","1075.375","0","48.25","121","0","8.15","915","6","14","0.3","-277.5","3250","34.05","38","88","8.166666666666666","915","0","20","0","0","0","49.75","0","84","0","915","2","18","0.1","-7695","9500","53.35","17","63","9.5","915","2","18","0.1","-12950","13500","38.85","5","56","7","915","2","18","0.1","-17350","18250","38.1","9","28","8","915","0","20","0","0","0","43.7","0","61","0"
,"916","20","0","1","1075.375","0","48.25","121","0","8.15","916","6","14","0.3","-282.5","3250","34.05","38","88","8.166666666666666","916","0","20","0","0","0","49.75","0","84","0","916","2","18","0.1","-7715","9500","53.35","17","63","9.5","916","2","18","0.1","-12980","13500","38.85","5","56","7","916","2","18","0.1","-17390","18250","38.1","9","28","8","916","0","20","0","0","0","43.7","0","61","0"
,"917","20","0","1","1075.375","0","48.25","121","0","8.15","917","6","14","0.3","-287.5","3250","34.05","38","88","8.166666666666666","917","0","20","0","0","0","49.75","0","84","0","917","2","18","0.1","-7735","9500","53.35","17","63","9.5","917","2","18","0.1","-12760","13750","38.85","5","56","7","917","2","18","0.1","-17430","18250","38.1","9","28","8","917","0","20","0","0","0","43.7","0","61","0"
,"918","20","0","1","1075.375","0","48.25","121","0","8.15","918","6","14","0.3","-292.5","3250","34.05","38","88","8.166666666666666","918","0","20","0","0","0","49.75","0","84","0","918","2","18","0.1","-7755","9500","53.35","17","63","9.5","918","2","18","0.1","-12790","13750","38.85","5","56","7","918","2","18","0.1","-17470","18250","38.1","9","28","8","918","0","20","0","0","0","43.7","0","61","0"
,"919","20","0","1","1075.375","0","48.25","121","0","8.15","919","6","14","0.3","-297.5","3250","34.05","38","88","8.166666666666666","919","0","20","0","0","0","49.75","0","84","0","919","2","18","0.1","-7775","9500","53.35","17","63","9.5","919","2","18","0.1","-12820","13750","38.85","5","56","7","919","2","18","0.1","-17510","18250","38.1","9","28","8","919","0","20","0","0","0","43.7","0","61","0"
,"920","20","0","1","1075.375","0","48.25","121","0","8.15","920","6","14","0.3","-302.5","3250","34.05","38","88","8.166666666666666","920","0","20","0","0","0","49.75","0","84","0","920","2","18","0.1","-7795","9500","53.35","17","63","9.5","920","2","18","0.1","-12850","13750","38.85","5","56","7","920","2","18","0.1","-17550","18250","38.1","9","28","8","920","0","20","0","0","0","43.7","0","61","0"
