[run number],operating-cost,[reporter],[final],[min],[max],[mean],[total steps]
54,,mean-cash,55,51125,1040125,304.40598454705,1000
54,,mean-debt,4000,0,4000,1732.1903814910847,1000
54,,mean-buyer-budget,33.7,33.7,506.2,35.17227772227801,1000
54,,count offers,40,28,102,71.83416583416583,1000
54,,link-loss,70,0,70,12.765234765234766,1000
54,,mean-complexity,7.777777777777778,3.8,8,6.649196641593098,1000
55,5,[step],1000,0,1000,500,1000
55,,count sellers,7,7,20,17.18881118881119,1000
55,,exited-sellers,13,0,13,2.8111888111888113,1000
55,,survival-rate,0.35,0.35,1,0.8594405594405599,1000
55,,mean-cash,8.571428571428571,7.5,1078625,319.7186801611936,1000
55,,mean-debt,3785.714285714286,0,3785.714285714286,1675.054215901238,1000
55,,mean-buyer-budget,40,40,655,42.31393606393606,1000
55,,count offers,37,16,94,65.36663336663337,1000
55,,link-loss,63,0,63,13.052947052947053,1000
55,,mean-complexity,8,3.85,8,6.699567342300375,1000
56,5,[step],1000,0,1000,500,1000
56,,count sellers,5,5,20,16.844155844155843,1000
56,,exited-sellers,15,0,15,3.155844155844156,1000
56,,survival-rate,0.25,0.25,1,0.8422077922077928,1000
56,,mean-cash,57.5,41.94444444444444,1058.75,312.24095049694404,1000
56,,mean-debt,3900,0,3900,1704.170294130337,1000
56,,mean-buyer-budget,38.45,38.45,548.45,40.206993006992874,1000
56,,count offers,36,28,121,73.4075924075924,1000
56,,link-loss,102,0,102,20.665334665334665,1000
56,,mean-complexity,8.8,4.25,8.833333333333334,7.114911578597877,1000
57,5,[step],1000,0,1000,500,1000
57,,count sellers,7,7,20,17.11088911088911,1000
57,,exited-sellers,13,0,13,2.889110889110889,1000
57,,survival-rate,0.35,0.35,1,0.8555444555444534,1000
57,,mean-cash,23.571428571428573,23.571428571428573,1072,317.9954605833724,1000
57,,mean-debt,3785.714285714286,0,3785.714285714286,1684.5804545105266,1000
57,,mean-buyer-budget,31.25,31.25,533.75,32.92332667332667,1000
57,,count offers,34,13,92,51.54145854145854,1000
57,,link-loss,73,0,73,14.985014985014985,1000
57,,mean-complexity,8.142857142857142,4.2,8375,6.720589367342579,1000
58,5,[step],1000,0,1000,500,1000
58,,count sellers,7,7,20,16.95104895104895,1000
58,,exited-sellers,13,0,13,3.0489510489510487,1000
58,,survival-rate,0.35,0.35,1,0.8475524475524513,1000
58,,mean-cash,-385.7142857142857,-385.7142857142857,1062,200.7824187689317,1000
58,,mean-debt,3571.4285714285716,0,3571.4285714285716,1601.882488695681,1000
58,,mean-buyer-budget,40.05,40.05,498.8,41.65589410589433,1000
58,,count offers,47,17,128,77.74925074925075,1000
58,,link-loss,86,0,86,19.236763236763238,1000
58,,mean-complexity,8.285714285714286,4.2,8.5,7.300062114597604,1000
59,5,[step],1000,0,1000,500,1000
59,,count sellers,4,4,20,16.431568431568433,1000
59,,exited-sellers,16,0,16,3.5684315684315684,1000
59,,survival-rate,0.2,0.2,1,0.8215784215784203,1000
59,,mean-cash,55,55,1049,309.1495885067318,1000
59,,mean-debt,3875,0,3875,1690.4246186713713,1000
59,,mean-buyer-budget,48.5,48.5,583.5,50.50424575424575,1000
59,,count offers,30,30,105,70.7972027972028,1000
59,,link-loss,81,0,81,14.449550449550449,1000
59,,mean-complexity,9.5,3.8,9.6,7.013367909147152,1000
60,5,[step],1000,0,1000,500,1000
60,,count sellers,7,7,20,17.164835164835164,1000
60,,exited-sellers,13,0,13,2.8351648351648353,1000
60,,survival-rate,0.35,0.35,1,0.8582417582417584,1000
60,,mean-cash,36.785714285714285,36.785714285714285,1061125,314.87086860026494,1000
60,,mean-debt,3928.5714285714284,0,3928.5714285714284,1699.9205922282813,1000
60,,mean-buyer-budget,48.95,48.95,675.2,51.23646353646278,1000
60,,count offers,60,22,126,85.87212787212788,1000
60,,link-loss,80,0,80,14.673326673326674,1000
60,,mean-complexity,9,4.2,9125,7.4423633143413985,1000
61,10,[step],1000,0,1000,500,1000
61,,count sellers,4,4,20,10.397602397602398,1000
61,,exited-sellers,16,0,16,9.602397602397602,1000
61,,survival-rate,0.2,0.2,1,0.5198801198801184,1000
61,,mean-cash,55,32.857142857142854,1031,273.2358863247969,1000
61,,mean-debt,8875,0,8875,4127.420851709063,1000
61,,mean-buyer-budget,50.35,50.35,562.85,52.26433566433471,1000
61,,count offers,33,19,62,34.10889110889111,1000
61,,link-loss,47,0,47,26.505494505494507,1000
61,,mean-complexity,9.25,4.15,9.25,7.273387451709136,1000
62,10,[step],1000,0,1000,500,1000
62,,count sellers,3,3,20,9.397602397602398,1000
62,,exited-sellers,17,0,17,10.602397602397602,1000
62,,survival-rate,0.15,0.15,1,0.46988011988010725,1000
62,,mean-cash,-2474.1666666666665,-2474.1666666666665,1034625,-741.2533224351394,1000
62,,mean-debt,6333.333333333333,0,6333.333333333333,3101.708897163447,1000
62,,mean-buyer-budget,47.55,47.55,541.3,49.10969030969096,1000
62,,count offers,23,23,81,36.774225774225776,1000
62,,link-loss,63,0,63,38.69030969030969,1000
62,,mean-complexity,9.333333333333334,4.1,9.333333333333334,7.636358338630992,1000
63,10,[step],1000,0,1000,500,1000
63,,count sellers,1,1,20,9.714285714285714,1000
63,,exited-sellers,19,0,19,10.285714285714286,1000
63,,survival-rate,0.05,0.05,1,0.4857142857142852,1000
63,,mean-cash,150,0,1033625,274.4504853851175,1000
63,,mean-debt,9000,0,9000,4138.931360602337,1000
63,,mean-buyer-budget,35.75,35.75,672,38.10264735264735,1000
63,,count offers,10,10,80,32.145854145854145,1000
63,,link-loss,89,0,89,45.41158841158841,1000
63,,mean-complexity,10,4.35,10,7.786516704583966,1000
64,10,[step],1000,0,1000,500,1000
64,,count sellers,2,2,20,10.397602397602398,1000
64,,exited-sellers,18,0,18,9.602397602397602,1000
64,,survival-rate,0.1,0.1,1,0.5198801198801183,1000
64,,mean-cash,120,34.285714285714285,1016,270.49121757363554,1000
64,,mean-debt,9000,0,9000,4199.081138641588,1000
64,,mean-buyer-budget,53.3,53.3,517.05,54.905894105895,1000
64,,count offers,16,15,83,36.235764235764236,1000
64,,link-loss,79,0,79,41.21178821178821,1000
64,,mean-complexity,9,4.45,9,7.003986123766262,1000
65,10,[step],1000,0,1000,500,1000
65,,count sellers,1,1,20,8.536463536463536,1000
65,,exited-sellers,19,0,19,11.463536463536464,1000
65,,survival-rate,0.05,0.05,1,0.4268231768231796,1000
65,,mean-cash,0,-12.5,1000,264.87395937395934,1000
65,,mean-debt,9000,0,9000,4203.280053280053,1000
65,,mean-buyer-budget,62.55,62.55,481.3,63.770029970031146,1000
65,,count offers,1,0,44,14.642357642357643,1000
65,,link-loss,49,0,49,26.15284715284715,1000
65,,mean-complexity,7,4.2,8.333333333333334,6.107509157509156,1000
66,10,[step],1000,0,1000,500,1000
66,,count sellers,2,2,20,9.283716283716284,1000
66,,exited-sellers,18,0,18,10.716283716283716,1000
66,,survival-rate,0.1,0.1,1,0.4641858141858113,1000
66,,mean-cash,0,-200.5,1022875,231.59235975063893,1000
66,,mean-debt,9000,0,9000,4173.959644251852,1000
66,,mean-buyer-budget,47.85,47.85,565.35,49.463386613385694,1000
66,,count offers,8,5,57,23.535464535464534,1000
66,,link-loss,60,0,60,34.11188811188811,1000
66,,mean-complexity,6.5,4.3,7.4,6.231984465750693,1000
67,10,[step],1000,0,1000,500,1000
67,,count sellers,1,1,20,9.064935064935066,1000
67,,exited-sellers,19,0,19,10.935064935064934,1000
67,,survival-rate,0.05,0.05,1,0.453246753246759,1000
67,,mean-cash,210,-412.5,1024125,221.97654338806936,1000
67,,mean-debt,9000,0,9000,4092.0458509744226,1000
67,,mean-buyer-budget,32.45,32.45,498.7,33.93726273726314,1000
67,,count offers,10,10,82,34.72827172827173,1000
67,,link-loss,95,0,95,53.26273726273726,1000
67,,mean-complexity,10,4.5,10,7.593863207499578,1000
68,10,[step],1000,0,1000,500,1000
68,,count sellers,1,1,20,8.971028971028971,1000
68,,exited-sellers,19,0,19,11.028971028971029,1000
68,,survival-rate,0.05,0.05,1,0.4485514485514529,1000
68,,mean-cash,0,-20,1000,262.00279939840374,1000
68,,mean-debt,9000,0,9000,4244.46226850073,1000
